name,year,genres,rating 
ClayFighter: Sculptor's Cut,(1998 Video Game),Action,7.4
Rockman X2,(1994 Video Game),Action,7.8
Adventure Island,(1986 Video Game),"Action, Adventure",7.2
Duke Nukem II,(1993 Video Game),"Action, Adventure, Sci-Fi",7.0
Kingdom Hearts III Re:Mind,(2020 Video Game),"Action, Adventure, Family",7.7
Hyperdimension Neptunia Mk2,(2011 Video Game),"Action, Fantasy, Sci-Fi",7.0
ÜberSoldier II,(2008 Video Game),"Action, Adventure, Sci-Fi",
Outcast,(1999 Video Game),"Action, Adventure, Sci-Fi",8.6
Mafia III: Stones Unturned,(2017 Video Game),"Action, Crime, Drama",6.4
Kingdom Rush,(2011 Video Game),"Action, Adventure, Comedy",8.4
WCW/NWO Revenge,(1998 Video Game),"Action, Sport",8.5
X-Men 2: Clone Wars,(1995 Video Game),"Action, Adventure, Fantasy",7.7
Ys VIII: Lacrimosa of Dana,(2016 Video Game),"Action, Adventure, Fantasy",7.9
WWF SmackDown! Just Bring It,(2001 Video Game),"Action, Sport",7.2
Thirsty Suitors,(2023 Video Game),"Action, Adventure, Romance",
Metal Slug 6,(2006 Video Game),Action,7.5
ARK: Scorched Earth,(2016 Video Game),"Action, Adventure, Fantasy",6.5
Urban Chaos: Riot Response,(2006 Video Game),"Action, Crime",8.0
EA Sports UFC 2,(2016 Video Game),"Action, Sport",6.8
Slime Rancher 2,(2022 Video Game),"Action, Adventure, Fantasy",7.5
Aqua Teen Hunger Force Zombie Ninja Pro-Am,(2007 Video Game),"Animation, Action, Adventure",7.3
Army Men 3D,(1999 Video Game),"Action, Adventure, Sci-Fi",6.2
Fuse,(2013 Video Game),"Action, Sci-Fi",7.1
Killer Bean Unleashed,(2012 Video Game),"Action, Adventure, Sci-Fi",8.6
Assassin's Creed Chronicles: India,(2015 Video Game),"Action, Adventure, History",6.2
Death Race,(1976 Video Game),"Action, Sci-Fi",7.1
Tom Clancy's Ghost Recon: Desert Siege,(2002 Video Game),"Action, Thriller, War",6.4
WWF WrestleMania 2000,(1999 Video Game),"Action, Sport",8.1
Gal*Gun 2,(2018 Video Game),Action,5.8
Pokémon Colosseum,(2003 Video Game),"Action, Adventure, Family",7.4
Garfield Kart: Furious Racing,(2019 Video Game),"Action, Fantasy, Sport",6.3
The Nightmare Before Christmas: The Pumpkin King,(2005 Video Game),"Action, Fantasy",
Not a Hero,(2015 Video Game),Action,6.5
Dead Island: Definitive Collection,(2016 Video Game),"Action, Horror",6.9
Battlefleet Gothic: Armada 2,(2019 Video Game),"Action, Adventure, Fantasy",6.9
Dragon Ball Z: Shin Budokai - Another Road,(2007 Video Game),"Action, Adventure",7.8
Kyassuruvania,(2003 Video Game),"Action, Adventure, Fantasy",7.1
Sonic Rivals,(2006 Video Game),"Action, Family, Fantasy",6.7
Batman: Chaos in Gotham,(2001 Video Game),Action,6.8
Awesomenauts,(2011 Video Game),Action,7.3
Fallout 4: Nuka-World,(2016 Video Game),"Action, Adventure, Sci-Fi",7.0
Fracture,(2008 Video Game),"Action, Adventure, Family",6.1
The Elder Scrolls IV: Shivering Isles,(2007 Video Game),"Action, Adventure, Fantasy",8.5
Strange Brigade,(2018 Video Game),Action,6.7
Power Rangers Dino Charge Rumble,(2015 Video Game),Action,7.4
Galaga,(1981 Video Game),"Action, Sci-Fi",7.8
X-Blades,(2007 Video Game),"Action, Adventure, Mystery",5.8
Julius Styles: The International,(2011 Video Game),Action,5.0
Fainaru fantajî kurisutaru kuronikuru,(2003 Video Game),"Action, Adventure, Family",6.4
The Next World,(2023 Video Game),"Action, Drama, Fantasy",
Dead Nation,(2010 Video Game),"Action, Horror, Thriller",7.0
SOCOM: U.S. Navy SEALs,(2002 Video Game),"Action, Adventure",8.2
BROK the InvestiGator,(2022 Video Game),"Animation, Action, Adventure",8.4
Crusader of Centy,(1994 Video Game),"Action, Adventure",8.2
Double Switch: 25th Anniversary Edition,(2018 Video Game),"Action, Adventure",
Unturned,(2017 Video Game),"Action, Adventure, Fantasy",5.9
Guilty Gear Xrd: Sign,(2014 Video Game),"Action, Fantasy, Sci-Fi",7.2
Die Hard: Vendetta,(2002 Video Game),"Action, Adventure, Crime",6.7
Raid: World War II,(2017 Video Game),Action,3.3
Call of Duty: Black Ops - Zombies,(2011 Video Game),"Action, Horror",8.1
Alisa,(2021 Video Game),"Action, Adventure, Fantasy",
Freedom Force Vs the Third Reich,(2004 Video Game),"Action, Fantasy, Sci-Fi",7.7
In Cold Blood,(2000 Video Game),"Action, Adventure, Mystery",6.7
Fight Night Round 3,(2006 Video Game),"Action, Adventure, Family",8.0
Red Steel 2,(2010 Video Game),"Action, Drama, Western",7.3
The Wheel of Time,(1999 Video Game),"Action, Fantasy",7.6
Smuggler's Run,(2000 Video Game),Action,7.0
007 Racing,(2000 Video Game),"Action, Adventure, Sport",5.4
Armored Core: Master of Arena,(1999 Video Game),"Action, Adventure, Sci-Fi",6.4
Robbery Bob: Man of Steal,(2012 Video Game),"Action, Adventure, Comedy",8.1
Terminator: Resistance Annihilation Line,(2021 Video Game),Action,8.4
Crash Bandicoot Purple: Ripto's Rampage and Spyro Orange: The Cortex Conspiracy,(2004 Video Game),"Action, Adventure, Comedy",4.5
Rayman Adventures,(2015 Video Game),"Action, Adventure, Fantasy",7.1
Access Code,(2017 Video Game),"Action, Adventure, Mystery",7.5
Rollerdrome,(2022 Video Game),"Action, Sci-Fi, Sport",7.7
Bionicle Heroes,(2006 Video Game),"Action, Adventure, Family",7.1
Dead to Rights: Retribution,(2010 Video Game),"Action, Crime, Thriller",7.4
Secret Agent Clank,(2008 Video Game),"Action, Adventure, Comedy",7.1
Inversion,(2012 Video Game),"Action, Sci-Fi",7.0
Portal Runner,(2001 Video Game),"Action, Adventure, Sci-Fi",6.0
Star Wars: Hunters,(2023 Video Game),"Action, Adventure, Sci-Fi",
Dragon Ball Z: Ultimate Tenkaichi,(2011 Video Game),Action,5.4
Cold Winter,(2005 Video Game),Action,7.6
Konjiki no Gasshu Beru!!: Gekitô! Saikyô no mamanotachi,(2005 Video Game),"Action, Adventure, Mystery",6.9
Poketto Monsutâ Daiyamondo,(2006 Video Game),"Action, Adventure, Family",8.1
Daimakaimura,(1988 Video Game),"Action, Adventure, Fantasy",7.2
Teenage Mutant Ninja Turtles: Turtles in Time Re-Shelled,(2009 Video Game),"Action, Adventure, Comedy",6.4
"Warhammer 40,000: Dawn of War II - Retribution",(2011 Video Game),"Action, Adventure, Fantasy",7.7
The Powerpuff Girls: Flipped out,(2016 Video Game),"Animation, Action, Adventure",7.4
Far Cry Instincts: Predator,(2006 Video Game),"Action, Adventure, Sci-Fi",6.0
Darkstalkers: The Night Warriors,(1994 Video Game),"Action, Adventure",7.6
Island Peril,(1995 Video Game),"Action, Comedy, Crime",5.0
Looney Tunes Racing,(2000 Video Game),"Action, Family, Fantasy",6.8
Wario World,(2003 Video Game),"Action, Adventure, Family",6.8
Amazing Frog?,(2014 Video Game),"Action, Adventure, Comedy",7.8
Blade,(I) (2000 Video Game),"Action, Adventure, Crime",6.1
Gun Survivor 3: Dino Crisis,(2002 Video Game),"Action, Adventure, Horror",5.8
Temple Run 2,(2013 Video Game),"Action, Adventure, Fantasy",5.9
Little Witch Academia: Toki no Maho to Nana Fushigi,(2017 Video Game),"Animation, Action, Adventure",7.0
Metal Slug 2,(1998 Video Game),"Action, Adventure",7.9
MadOut2 Big City Online,(2017 Video Game),"Action, Adventure, Crime",
Claw,(1997 Video Game),"Action, Adventure, Comedy",8.5
Area 51,(1995 Video Game),"Action, Sci-Fi",6.3
Hunted: The Demon's Forge,(2011 Video Game),"Action, Adventure, Fantasy",6.4
ARK: Aberration,(2017 Video Game),"Action, Adventure, Fantasy",7.6
Clash: Artifacts of Chaos,(2023 Video Game),"Action, Fantasy",
Deep Space Waifu,(2017 Video Game),"Action, Adventure, Comedy",
Deadcraft,(2022 Video Game),Action,
Grim Dawn,(2016 Video Game),"Action, Adventure, Fantasy",7.8
Sonic Rush Adventure,(2007 Video Game),"Action, Adventure, Family",7.1
Sengoku basara 3,(2010 Video Game),"Action, Adventure, Drama",8.0
Final Fantasy XV: Episode Gladiolus,(2017 Video Game),"Action, Adventure, Drama",7.0
Battletoads,(1994 Video Game),"Action, Fantasy, Sci-Fi",7.4
River City Ransom,(1989 Video Game),"Action, Adventure, Crime",7.3
An American Tail: Fievel Goes West,(1994 Video Game),"Animation, Action, Adventure",6.5
ModNation Racers: Road Trip,(2012 Video Game),Action,5.4
Armored Core 3,(2002 Video Game),"Action, Adventure, Sci-Fi",7.0
Pillars of Eternity: The White March,(2015 Video Game),"Action, Adventure, Fantasy",7.6
Kinect Sports: Season Two,(2011 Video Game),"Action, Family, Sport",6.6
Guranburû fantajî Ririnku,(Video Game),"Action, Adventure, Fantasy",
Crazy Taxi 3: High Roller,(2002 Video Game),"Action, Comedy",6.6
Dungeon Siege III,(2011 Video Game),"Action, Adventure, Fantasy",6.1
Poketto monsutâ Howaito 2,(2012 Video Game),"Action, Adventure, Family",8.0
Star Ocean: The Second Story,(1998 Video Game),"Action, Adventure, Fantasy",8.1
Melty Blood,(2002 Video Game),"Action, Fantasy, Horror",7.6
Secret of Evermore,(1995 Video Game),"Action, Adventure, Fantasy",7.7
Brothers in Arms: Earned in Blood,(2005 Video Game),"Action, Drama, War",7.8
Naruto: Rise of a Ninja,(2007 Video Game),Action,7.5
World's Scariest Police Chases,(2001 Video Game),"Action, Crime, Thriller",6.4
Scalebound,(Video Game),"Action, Adventure, Fantasy",
.hack//Osen kakudai vol. 1,(2002 Video Game),"Action, Adventure, Drama",7.5
Battlefield 2142,(2006 Video Game),"Action, Adventure, Sci-Fi",7.4
Ghost Hunter,(2003 Video Game),"Action, Adventure, Horror",7.4
Urban Chaos,(1999 Video Game),"Action, Crime, Fantasy",8.0
Quantum Theory,(2010 Video Game),"Action, Adventure, Fantasy",3.3
Super Fancy Pants Adventure,(2017 Video Game),"Animation, Action, Adventure",7.6
Magia rekôdo: Mahou shoujo Madoka magika gaiden,(2016 Video Game),"Animation, Action, Fantasy",7.5
Puppet Master: The Game,(2023 Video Game),"Action, Horror",
60 Seconds!,(2015 Video Game),"Action, Adventure, Comedy",6.7
Blinx: The Time Sweeper,(2002 Video Game),"Action, Adventure",7.0
Trine,(2009 Video Game),"Action, Adventure, Fantasy",7.4
Dead or Alive Paradise,(2010 Video Game),"Action, Sport",4.4
Tak 2: The Staff of Dreams,(2004 Video Game),"Action, Adventure, Comedy",7.3
Knight Online,(2002 Video Game),"Action, Adventure, Fantasy",8.6
Yooka-Laylee and the Impossible Lair,(2019 Video Game),"Action, Adventure, Fantasy",7.0
Asphalt 3: Street Rules,(2006 Video Game),"Action, Adventure, Sport",
Fallout 76: Expeditions - Atlantic City,(Video Game),Action,
Ys IX: Monstrum Nox,(2019 Video Game),"Action, Adventure, Fantasy",7.7
GRID Autosport,(2014 Video Game),"Action, Sport",6.6
Senran Kagura: Peach Beach Splash,(2017 Video Game),Action,7.4
Sonic Spinball,(1993 Video Game),"Action, Family, Fantasy",6.2
Gangstar Miami Vindication,(2010 Video Game),"Action, Adventure, Crime",7.5
Donald Duck Goin' Quackers,(2000 Video Game),"Animation, Action, Adventure",7.1
Front Mission Evolved,(2010 Video Game),"Action, Adventure, Sci-Fi",6.7
Akumajo Dracula: sogetsu no jujika,(2005 Video Game),"Action, Adventure, Fantasy",7.8
Ultimate Chicken Horse,(2016 Video Game),"Action, Adventure, Comedy",7.6
Tachyon: The Fringe,(2000 Video Game),"Action, Adventure",8.5
Destroy All Humans! Big Willy Unleashed,(2008 Video Game),"Action, Adventure, Comedy",6.5
Strider II,(1990 Video Game),Action,6.2
FIFA 07,(2006 Video Game),"Action, Sport",7.7
Mârui chikyuu ga shikakukunatta!?: Dejiboku Chikyuu boueigun,(2020 Video Game),"Action, Sci-Fi",7.6
Far Cry 5: Hours of Darkness,(2018 Video Game),"Action, History, War",7.0
Super Monkey Ball,(2001 Video Game),"Action, Fantasy",7.5
Disney's Peter Pan Adventures in Never Land,(2002 Video Game),"Animation, Action, Adventure",6.8
Contra: Hard Corps,(1994 Video Game),"Action, Adventure, Family",7.6
Demon's blazon: Makai-mura monshou hen,(1994 Video Game),"Action, Adventure, Fantasy",8.3
Frogger,(1981 Video Game),"Action, Adventure, Family",7.2
Loadstar: The Legend of Tully Bodine,(1994 Video Game),"Action, Sci-Fi",7.0
Crimson Skies: High Road to Revenge,(2003 Video Game),"Action, Adventure, Drama",7.6
Godzilla: Save the Earth,(2004 Video Game),"Sci-Fi, Action",8.2
Sonic Advance,(2001 Video Game),"Action, Adventure, Family",7.5
Dreamworks Super Star Kartz,(2011 Video Game),"Action, Adventure, Family",6.2
Spooks Interactive,(2007 Video Game),Action,5.2
Saints Row 2: Ultor Exposed,(2009 Video Game),"Action, Crime, Drama",8.0
Immortals Fenyx Rising: Myths of the Eastern Realm,(2021 Video Game),"Action, Fantasy, Adventure",6.8
Rabbids Go Home,(2009 Video Game),"Action, Adventure, Comedy",6.8
Yuke yuke!! Toraburu mêkâzu,(1997 Video Game),"Action, Adventure, Family",8.2
Advent Rising,(2005 Video Game),"Action, Adventure, Sci-Fi",7.4
Eternal Damnation,(2006 Video Game),"Action, Adventure, Horror",
Jusant,(2023 Video Game),"Action, Adventure, Fantasy",
Metropolis: Lux Obscura,(2017 Video Game),"Action, Mystery",6.6
Rampage,(1986 Video Game),"Action, Fantasy",7.4
Geist,(2005 Video Game),"Action, Adventure",6.3
Redneck Rampage Rides Again,(1998 Video Game),Action,7.8
Bermuda Triangle,(1987 Video Game),"Action, Sci-Fi",6.0
Blasphemous 2,(2023 Video Game),"Action, Adventure, Fantasy",
Homey D. Clown,(1993 Video Game),"Action, Adventure, Comedy",6.8
Star Wars: Super Bombad Racing,(2001 Video Game),"Action, Adventure, Family",6.5
Realm Royale,(2018 Video Game),Action,6.1
MegaRace,(1994 Video Game),"Action, Sci-Fi, Sport",8.4
The House of the Dead 4,(2005 Video Game),"Action, Horror, Sci-Fi",7.2
Dragon Ball: Raging Blast 2,(2010 Video Game),"Action, Adventure, Family",7.6
Knockout City,(2021 Video Game),Action,6.4
The Adventures of Tintin: The Secret of the Unicorn,(2011 Video Game),"Animation, Action, Adventure",6.8
Akiba's Trip 2,(2013 Video Game),"Action, Adventure",6.5
Bloons Adventure Time TD,(2018 Video Game),"Action, Adventure, Comedy",7.1
Judge Dredd: Dredd vs Death,(2003 Video Game),"Action, Adventure, Fantasy",6.9
Tough Turf,(1989 Video Game),Action,5.8
Jurassic Park,(I) (1993 Video Game),"Action, Adventure, Sci-Fi",6.8
Akumajô Dracula: Circle of the Moon,(2001 Video Game),"Action, Adventure, Fantasy",7.4
Ecco the Dolphin,(1993 Video Game),"Action, Adventure, Family",6.3
Moonwalker,(1989 Video Game),"Action, Adventure, Music",7.3
Burnout,(2001 Video Game),"Action, Crime, Sport",6.8
James Bond 007: Goldfinger,(1986 Video Game),"Action, Adventure, Mystery",7.2
Webbed,(2021 Video Game),"Action, Adventure, Family",7.4
Papa Louie 3: When Sundaes Attack!,(2015 Video Game),"Action, Adventure, Fantasy",7.3
The Angry Video Game Nerd Adventures,(2013 Video Game),"Action, Adventure, Comedy",7.1
Asphalt Urban GT,(2004 Video Game),"Action, Adventure, Family",6.4
Toy Story Mania!,(2009 Video Game),"Action, Adventure, Family",5.0
Akumajô Dracula: Ubawareta Kokuin,(2008 Video Game),"Action, Adventure, Fantasy",7.8
LUNAR: Silver Star Story Complete,(1999 Video Game),"Action, Adventure, Comedy",8.5
Jimmy Neutron: Boy Genius,(2001 Video Game),"Animation, Action, Adventure",5.6
Sonic Robo Blast 1,(1998 Video Game),"Action, Adventure, Comedy",
Ben 10,(2017 Video Game),"Comedy, Action, Sci-Fi",5.7
Harry Potter for Kinect,(2012 Video Game),"Action, Adventure, Fantasy",5.1
Tsukihime,(2000 Video Game),"Action, Adventure, Crime",7.7
The King of Fighters '94,(1994 Video Game),Action,7.3
Shin sangoku musô 3,(2003 Video Game),"Action, Adventure, Fantasy",8.0
Modern Combat 2: Black Pegasus,(2010 Video Game),"Action, Adventure, Sport",6.2
Jurassic Park Arcade,(2015 Video Game),"Action, Adventure, Sci-Fi",7.2
Mawaru meido in Wario,(2004 Video Game),"Action, Comedy, Family",7.8
Dynasty Warriors 8: Xtreme Legends,(2013 Video Game),"Action, Adventure, Family",7.6
Radiant Silvergun,(1998 Video Game),"Action, Adventure, Drama",7.8
Warcraft: Orcs & Humans,(1994 Video Game),"Action, Adventure, Fantasy",8.0
Shiritsu Justice gakuen,(1998 Video Game),Action,8.0
Modern Combat 3: Fallen Nation,(2011 Video Game),Action,7.9
Poketto monsutâ arufa safaia,(2014 Video Game),"Action, Adventure, Family",8.3
Terrorist Takedown 3,(2010 Video Game),"Action, War",
Tenchu 2,(2000 Video Game),"Action, Adventure, Drama",7.9
Showdown: Legends of Wrestling,(2004 Video Game),"Action, Sport",6.1
Onechanbara Z2: Chaos,(2014 Video Game),Action,7.0
Musashiden II: Blade Master,(2005 Video Game),"Action, Adventure, Fantasy",7.3
Soul of Darkness,(2010 Video Game),"Action, Adventure, Fantasy",
Naughty Nudist Heroes,(2021 Video Game),Action,
Resident Evil: The Mercenaries 3D,(2011 Video Game),"Action, Horror, Sci-Fi",7.1
SSX,(2000 Video Game),"Action, Family, Sport",7.4
Dishonored: The Knife of Dunwall,(2013 Video Game),"Action, Adventure, Fantasy",8.3
Stick Fight: The Game,(2017 Video Game),"Action, Adventure, Comedy",6.7
Zeruda no densetsu: Yume o miru shima derakkusu,(1998 Video Game),"Action, Adventure, Fantasy",8.6
Kôkaku kidôtai: Stand Alone Complex,(2004 Video Game),"Action, Adventure, Crime",8.3
Ehrgeiz,(1998 Video Game),"Action, Adventure, Fantasy",7.3
Zeruda no densetsu: Daichi no kiseki,(2009 Video Game),"Action, Adventure, Family",7.4
Saru gecchu 2,(2002 Video Game),"Action, Adventure, Comedy",7.2
Sebunsu doragon 2020,(2011 Video Game),Action,
Dragon Ball Z: Budokai,(2002 Video Game),"Action, Fantasy, Sci-Fi",7.3
Xena: Warrior Princess,(1999 Video Game),"Action, Adventure, Fantasy",6.8
Crash Nitro Kart,(2003 Video Game),"Action, Adventure, Family",7.2
25 to Life,(2006 Video Game),Action,5.8
Dan the Man,(2015 Video Game),"Action, Adventure, Comedy",6.6
Battle Chasers: NightWar,(2017 Video Game),"Action, Adventure, Fantasy",7.6
Space Chimps,(2008 Video Game),"Action, Adventure, Comedy",4.3
Modern Ops,(2019 Video Game),Action,
Armored Core 3: Silent Line,(2003 Video Game),"Action, Adventure, Sci-Fi",5.4
Bad Day L.A.,(2006 Video Game),"Action, Comedy",5.7
Star Trek: Armada,(2000 Video Game),"Action, Adventure, Sci-Fi",7.9
Men of War: Assault Squad 2,(2014 Video Game),"Action, War",8.2
Senjo no Varukyuria 2: Garia Ôritsu Shikan Gakkô,(2010 Video Game),"Action, Adventure, Drama",7.6
Phase Paradox,(2001 Video Game),"Action, Adventure, Horror",
Mario Tennis GC,(2004 Video Game),"Action, Family, Sport",7.4
Oliver & Company,(1989 Video Game),"Action, Adventure, Family",7.2
Full Spectrum Warrior,(2004 Video Game),Action,7.1
Final Fantasy XV: Episode Prompto,(2017 Video Game),"Action, Adventure, Drama",7.3
Radiata Stories,(2005 Video Game),"Action, Comedy, Drama",8.5
Open Season 2,(2008 Video Game),"Action, Comedy, Family",5.6
Roadkill,(2003 Video Game),"Action, Adventure",6.8
Tower of God: New World,(Video Game),"Animation, Action, Adventure",
Kamen raidâ Batoraido wô: Sousei,(2016 Video Game),Action,6.4
Vernal Edge,(2023 Video Game),"Action, Adventure, Fantasy",
Danger Girl,(2000 Video Game),"Action, Adventure, Mystery",6.8
Disney Princess: My Fairytale Adventure,(2012 Video Game),"Animation, Action, Adventure",6.8
